mixed,cat,date,num
,5S11,2013-02-03,
,5S11,2013-01-13,
,5S11,2013-01-20,
,5S11,2013-02-23,
,5S11,2013-01-19,
,5S11,2013-02-13,
,5S11,2013-02-14,
,3M21,2013-01-25,
,5K11,2013-02-21,
,5K11,2013-01-01,
,5K11,2013-02-21,
,3P72,2013-01-03,
,3B16,2013-02-24,
,3B16,2013-02-04,
,3B16,2013-02-22,
,5.00E+51,2013-01-22,28.26272805
,5.00E+51,2013-02-28,31.76657552
,5.00E+51,2013-02-16,13.9909669
,5.00E+51,2013-02-25,27.23721294
,5.00E+51,2013-01-08,27.42033802
,XT32,2013-02-08,99.8779002
,5S11,2013-01-11,
,5S11,2013-01-07,
,5S11,2013-01-30,
,1V71,2013-01-21,71.49310216
,5.00E+52,2013-02-09,100
,5.00E+52,2013-02-18,100
,XH53,2013-01-05,
,XH53,2013-02-26,
,XH53,2013-01-20,
,XH53,2013-01-03,
,XH53,2013-01-22,
,XH53,2013-01-26,
,XH53,2013-02-10,
,5S31,2013-02-01,
,5S31,2013-01-28,
,5S31,2013-02-23,
,5S31,2013-01-27,
,5S31,2013-02-16,
,YJ53,2013-02-06,100
,XN32,2013-01-31,33.54492
,XN32,2013-02-13,40.89355
,XN32,2013-02-03,33.54492
,XN32,2013-01-22,37.42676
430,7.00E+41,2013-02-03,6.17524
430,7.00E+41,2013-01-22,6.18287
,5.00E+52,2013-02-16,0
,5.00E+52,2013-02-02,0
,5.00E+52,2013-01-24,0
,YS51,2013-02-21,84.65582
,5L31,2013-02-02,0
,5L31,2013-02-28,0
,3M21,2013-02-03,
,3M21,2013-01-28,
,3M21,2013-02-12,
,3M21,2013-01-21,
,3M21,2013-02-25,
,3M21,2013-02-12,
,3M21,2013-02-01,
,3M21,2013-01-23,
,LS21,2013-02-11,
,LS21,2013-01-08,
,LS21,2013-02-02,
,LS21,2013-01-02,
,LS21,2013-02-08,
,LS21,2013-01-19,
,LS21,2013-02-15,
,5A51,2013-01-30,
,5A51,2013-02-01,
,5A51,2013-02-04,
,5A51,2013-01-30,
,5A51,2013-02-05,
,5A51,2013-02-26,
,5A51,2013-01-04,
,5S11,2013-01-14,
,5S11,2013-02-25,
,5S11,2013-02-08,
,5S11,2013-02-24,
,5S11,2013-01-17,
,5S11,2013-02-19,
,5S11,2013-01-27,
,3G51,2013-02-27,
,2Y31,2013-02-21,25.14498
,2Y31,2013-01-31,25.77822
,HT33,2013-02-26,0
,5T31,2013-03-01,
,5T31,2013-02-26,
,5T31,2013-01-27,
,3V51,2013-02-17,
,3V51,2013-02-28,
,3V51,2013-01-15,
,3C33,2013-01-22,
,3C33,2013-02-14,
,3C33,2013-01-27,
,3C33,2013-02-08,
,3C33,2013-01-15,
,3A53,2013-01-26,
,3A53,2013-01-11,
,3A53,2013-02-27,
,5S31,2013-02-01,
,5S31,2013-02-05,
,5S31,2013-02-23,
,5S31,2013-01-10,
,3M21,2013-01-30,66.54205
,3M21,2013-02-04,
,3M21,2013-01-03,
,3M21,2013-02-04,82.21893
,3M21,2013-01-31,83.11615
,3M21,2013-02-12,66.55426
,3M21,2013-01-24,0
,3M21,2013-01-14,66.59088
,8J12,2013-02-09,37.8418
,8J12,2013-02-09,37.39014
,8J12,2013-01-08,37.40234
,7F23,2013-02-22,100.00007
,7F23,2013-01-04,100.00007
,1S71,2013-01-13,0
,1S71,2013-01-22,0
,8V31,2013-01-09,
,8V31,2013-02-19,
,8V31,2013-02-20,
,2.00E+31,2013-02-27,40.94737968
,8.00E+57,2013-01-12,
,8.00E+57,2013-02-24,
,8.00E+57,2013-01-20,
,5S31,2013-02-17,
,5S31,2013-02-25,
,3N31,2013-02-16,
,3N31,2013-01-15,
,3N31,2013-02-26,
,5S31,2013-01-27,
,5S31,2013-02-02,
,5S31,2013-02-04,
,XN31,2013-02-12,0
,XN31,2013-02-04,0
,XN31,2013-01-06,42.61475
,5.00E+51,2013-02-28,0
,5.00E+51,2013-01-03,0
,5.00E+51,2013-01-13,0
,5.00E+51,2013-01-21,0
,5.00E+51,2013-02-04,0
,5D11,2013-02-17,
,5.00E+52,2013-02-03,NaN
,5.00E+52,2013-02-04,100
,5.00E+52,2013-02-06,100
,5.00E+52,2013-03-01,100
,5.00E+52,2013-02-06,100
0,KY51,2013-02-21,0
,1S92,2013-02-21,0
,1S92,2013-02-06,0
52,JB93,2013-02-05,10.52247
,2A92,2013-01-29,100
,2A92,2013-02-03,100
,2A92,2013-02-28,100
,2A92,2013-02-07,100
,2A92,2013-02-17,100
,5S11,2013-01-17,
,5S11,2013-03-01,
,5S11,2013-01-26,
,YU12,2013-01-08,0
,YU12,2013-02-22,0
,4Z73,2013-01-02,100
,3B16,2013-01-16,
,3B16,2013-02-07,
,3B16,2013-02-22,
,3B16,2013-02-06,
,3B16,2013-01-08,
,3B16,2013-01-13,
,3B16,2013-01-10,
,3B16,2013-01-25,
,XT32,2013-01-21,99.87791509
,XT32,2013-02-25,99.79245466
,XT32,2013-01-29,99.8779002
,XT32,2013-01-20,99.8779002
,XT32,2013-02-26,99.87790018
,XT32,2013-02-02,99.87791509
,5.00E+52,2013-01-01,100
,5.00E+52,2013-02-11,100
,CU31,2013-03-01,
,CU31,2013-02-27,
,CU31,2013-02-25,
,2R11,2013-01-02,100
,XH53,2013-02-16,
,XH53,2013-01-14,
,XH53,2013-01-26,
,XH53,2013-01-13,
,XH53,2013-02-15,
,XH53,2013-02-14,
,XH53,2013-02-18,
,YJ53,2013-02-13,100.0016
,3A57,2013-01-08,87.47406
,3A57,2013-01-27,
,3A57,2013-02-11,
,3A57,2013-02-22,69.83185
,3A57,2013-01-24,69.82117
,3A57,2013-03-01,
9,TS33,2013-02-16,0
810,7.00E+41,2013-02-09,7.24183
430,7.00E+41,2013-01-14,6.18439
857,7.00E+41,2013-01-17,7.8064
857,7.00E+41,2013-02-28,7.80488
,5L31,2013-02-01,0
,5L31,2013-01-15,0
,5L31,2013-01-21,0
,5L31,2013-02-23,0
,5L31,2013-02-11,0
,3M21,2013-01-14,
,3M21,2013-01-03,
,5A51,2013-01-06,
,5A51,2013-01-12,
,5A51,2013-01-16,
,5A51,2013-01-04,
,5A51,2013-01-21,
,LS21,2013-01-09,
,LS21,2013-02-04,
,LS21,2013-02-03,
,LS21,2013-01-28,
,LS21,2013-01-26,
,LS21,2013-01-08,
,5A51,2013-01-06,
,5A51,2013-02-14,
,5A51,2013-01-14,
,5A51,2013-02-19,
,5.00E+52,2013-01-25,NaN
,5.00E+52,2013-02-22,NaN
,5S11,2013-02-06,
,5S11,2013-01-19,
,5S11,2013-02-15,
,5S11,2013-01-22,
,5S11,2013-01-06,
,5S11,2013-02-21,
,5T31,2013-01-10,
,5T31,2013-01-10,
,5T31,2013-01-15,
,5T31,2013-01-14,
,5T31,2013-02-20,
,5T31,2013-01-16,
,5T31,2013-01-18,
,3C33,2013-01-17,
,3C33,2013-02-18,
,3C33,2013-02-25,
,3C33,2013-01-01,
,3C33,2013-01-06,
,3C33,2013-01-05,
,3C33,2013-02-06,
,3C33,2013-02-24,
,5S31,2013-02-15,
,5S31,2013-01-21,
,5S31,2013-02-03,
,5A53,2013-02-28,
,5A53,2013-02-06,
,5A53,2013-02-20,
,5A53,2013-01-04,
,3M21,2013-01-17,66.72058
,3M21,2013-02-19,82.28912
,3M21,2013-02-01,81.10046
,3M21,2013-01-04,66.51154
1,7.00E+01,2013-01-23,0
,7F23,2013-02-14,100.00007
,7F23,2013-02-26,100.00007
,7F23,2013-01-17,100.00007
,7F23,2013-02-06,100.0016
,2.00E+31,2013-01-20,36.97961151
,4U73,2013-02-01,0
,HT72,2013-01-15,77.30713
,HT72,2013-03-01,75.02441
,XS51,2013-01-23,81.59186
,XS51,2013-01-17,81.37365
,XS51,2013-01-30,81.40265
,8V31,2013-02-11,
,5S31,2013-02-11,
,5S31,2013-02-11,
,XN31,2013-01-31,0
,5S31,2013-01-12,
,5S31,2013-01-07,
,5S31,2013-01-04,
,5S31,2013-02-02,
,5S31,2013-02-28,
,5S31,2013-01-25,
,5S31,2013-01-21,
,5S31,2013-01-01,
,5S31,2013-01-18,
,5A51,2013-02-25,
,5A51,2013-01-11,
,5S11,2013-02-26,
,5S11,2013-02-25,
,5.00E+52,2013-02-19,100
,5.00E+52,2013-01-27,100
,5.00E+52,2013-02-25,100
,5.00E+52,2013-02-12,100
,HU73,2013-01-31,92.10975
,JB93,2013-02-25,14.33717
,3A51,2013-02-12,22.26715
,3A51,2013-02-07,18.80035
,3A51,2013-01-18,19.05212
,3A51,2013-02-17,26.96075
,3A51,2013-01-21,25.60272
,2Y31,2013-01-12,13.30240716
,2Y31,2013-01-14,13.30240716
,2A92,2013-01-03,100
,8.00E+57,2013-01-21,
,5S31,2013-01-06,
,5S31,2013-02-23,
,5S31,2013-02-09,
,5S31,2013-02-28,
,5S31,2013-01-09,
,4Z73,2013-02-23,100.00007
,XS52,2013-02-19,0
,5S11,2013-01-11,
,5S11,2013-01-24,
,5S11,2013-01-06,
,5S11,2013-02-21,
,3B16,2013-02-15,
,3B16,2013-02-14,
,3B16,2013-02-27,
,3B16,2013-02-04,
,3B16,2013-02-11,
,3B16,2013-01-01,
,3B16,2013-01-26,
,3B16,2013-02-18,
,XT32,2013-01-08,99.79242931
,5K31,2013-02-20,
,5K31,2013-01-22,
,5K31,2013-02-01,
,5K31,2013-02-05,
,5K31,2013-02-17,
,CU31,2013-02-01,
,2R11,2013-02-25,100
,5S31,2013-02-22,
,5S31,2013-01-08,
,5S31,2013-01-13,
,5S31,2013-01-21,
,5S31,2013-01-30,
,5S31,2013-02-03,
,XH53,2013-02-09,
,XH53,2013-02-18,
,XH53,2013-02-09,
,XH53,2013-01-01,
,3A53,2013-02-03,
,3A53,2013-02-08,
,3A53,2013-02-07,
9,TS33,2013-01-07,0
9,TS33,2013-01-01,0
9,TS33,2013-01-12,0
,3A53,2013-02-24,
,3A53,2013-02-27,
857,7.00E+41,2013-01-06,0
895,7.00E+41,2013-01-07,4.65088
430,7.00E+41,2013-02-18,6.18439
,5L31,2013-01-30,0
,5L31,2013-02-26,0
,XN91,2013-01-21,54.80405157
,2C31,2013-01-20,
,2C31,2013-02-09,0
,HU32,2013-01-07,0
,LS21,2013-01-11,
,LS21,2013-02-12,
,LS21,2013-01-01,
,LS21,2013-01-28,
,LS21,2013-01-21,
,LS21,2013-01-10,
,LS21,2013-02-09,
,LS21,2013-01-09,
,LS21,2013-01-16,
,LS21,2013-01-09,
,LS21,2013-02-28,
,LS21,2013-01-05,
,LS21,2013-01-22,
,LS21,2013-01-01,
,5.00E+52,2013-02-13,100
,5.00E+52,2013-02-16,100
,5.00E+52,2013-02-28,100
,5.00E+52,2013-02-06,100
,5.00E+52,2013-02-24,100
,5.00E+52,2013-02-03,100
,5S11,2013-01-26,
,5S11,2013-02-11,
,5S11,2013-01-21,
,HZ11,2013-02-12,0
,XS52,2013-02-07,100.00153
,XS52,2013-01-17,100.00152
,XS52,2013-02-06,100.0016
,5T31,2013-02-13,
,5T31,2013-01-14,
,5T31,2013-01-11,
,5T31,2013-02-04,
,5T31,2013-02-06,
,8.00E+74,2013-01-31,
,8.00E+74,2013-02-17,
,3C33,2013-02-16,
,3G73,2013-01-18,
,SZ61,2013-02-05,
,SZ61,2013-01-18,
,SZ61,2013-01-18,
,KT03,2013-02-04,
,KT03,2013-02-12,
,5A53,2013-01-31,
,XN31,2013-02-04,51.25732
,5A53,2013-01-15,
,5A53,2013-01-19,
,5A53,2013-01-14,
1,JD31,2013-01-29,0
,CU31,2013-01-30,
,CU31,2013-01-29,
,CU31,2013-02-20,
,CU31,2013-02-03,
,CU31,2013-01-19,
,CU31,2013-02-02,
,CU31,2013-02-19,
,7F23,2013-01-23,100.00008
,7F23,2013-02-14,100.00007
,KS41,2013-02-23,
,2C11,2013-01-22,64.55078
,2C11,2013-02-22,68.72559
,2C11,2013-02-01,67.8833
,HT72,2013-01-16,75.08545
,HT72,2013-02-01,74.63379
,HT72,2013-02-28,75.08545
,XT32,2013-02-17,58.98438
,XT32,2013-01-20,58.99658
,XT32,2013-01-16,57.12891
,5S31,2013-01-07,
,5S31,2013-01-25,
,5S31,2013-02-21,
,5S31,2013-01-29,
,3B33,2013-01-19,
,3B33,2013-01-07,
,5L31,2013-02-27,100
,5S11,2013-02-15,
,5S11,2013-01-05,
,5S11,2013-01-04,
,5S11,2013-02-24,
,5S11,2013-02-02,
,5S11,2013-02-02,
,5S11,2013-01-24,
,5S11,2013-02-10,
,5S11,2013-02-21,
,5S11,2013-03-01,
,5S11,2013-01-05,
,8V31,2013-01-03,
,8V31,2013-02-22,
,8V31,2013-02-01,
,HU73,2013-01-16,89.32196
7,JE73,2013-02-15,0.20905
,2Y31,2013-01-22,13.29630726
,2Y31,2013-02-07,13.30240716
,2Y31,2013-02-18,13.23221828
,2Y31,2013-01-15,13.23984816
,2Y31,2013-01-27,13.23831951
,5S11,2013-02-27,
,5S11,2013-01-04,
,5S31,2013-01-29,
,5S31,2013-01-23,
,5S31,2013-03-01,
,5S31,2013-01-14,
,5S31,2013-02-27,
,3B16,2013-01-25,
,5S31,2013-03-01,
,5S31,2013-01-04,
,5S31,2013-02-12,
,3A57,2013-02-26,81.5979
,3A57,2013-01-21,80.43823
,3A57,2013-02-16,79.91943
,3A57,2013-02-15,80.45197
,3B14,2013-02-02,92.00909226
,3B14,2013-02-15,87.92284478
,3B14,2013-01-30,87.92742471
,3B14,2013-02-07,87.92284478
,3B14,2013-01-25,87.92302956
,3B14,2013-02-03,80.59598376
,3B14,2013-02-13,78.8821531
,3B14,2013-01-16,91.92681704
,5S31,2013-01-08,
,5S31,2013-01-11,
,3M21,2013-02-22,93.75916
,8C52,2013-02-13,30.92418584
,8C52,2013-01-28,31.26984297
,8C52,2013-01-30,30.65560305
,8C52,2013-02-22,31.96581285
,3A53,2013-02-11,
,3A53,2013-01-12,
,5S31,2013-01-27,
,5S31,2013-01-17,
,5S31,2013-01-05,
,3B33,2013-02-11,84.59625
,3B33,2013-02-28,84.60236
,3B33,2013-02-03,84.60236
,3A53,2013-03-01,
,3B13,2013-01-26,
,3B13,2013-02-09,71.19141
,3B13,2013-01-11,71.31653
,3B13,2013-01-26,14.25629
,3B11,2013-02-10,
,3B11,2013-01-12,
,3B11,2013-01-08,
,8H31,2013-02-05,100
,8H31,2013-02-11,100
,8H31,2013-01-05,100
,3G72,2013-01-14,
,3G72,2013-01-06,
,3G72,2013-01-02,
,3G72,2013-01-25,
,HU32,2013-01-14,0
,HU32,2013-01-17,0
,HU32,2013-02-28,0
,HU32,2013-01-10,0
,HU32,2013-02-01,0
,HU32,2013-02-20,0
,LS21,2013-01-11,
,4F12,2013-01-17,0
,4F12,2013-01-01,0
,4F12,2013-01-06,0
,4F12,2013-02-04,0
,4F12,2013-01-21,0
,LS21,2013-01-27,
,LS21,2013-01-07,
,3M21,2013-02-21,
,3M21,2013-01-13,
,3M21,2013-02-05,
0.014317147,7.00E+43,2013-02-06,0
,HZ11,2013-02-05,87.95965566
,HZ11,2013-02-05,87.95507701
,HZ11,2013-01-02,87.85437016
,2A34,2013-01-03,74.27221
,2A34,2013-03-01,74.36834
,2A34,2013-01-20,74.31341
,XS52,2013-01-26,100.00159
,XS52,2013-02-13,100.0016
99.99906899,KY51,2013-01-15,100
99.99906899,KY51,2013-01-12,100
,8.00E+74,2013-02-14,
,8.00E+74,2013-01-06,
,HZ11,2013-01-28,0
,5A51,2013-01-01,
,5A51,2013-02-12,
,5A51,2013-01-27,
,CU31,2013-01-06,
,KT03,2013-01-10,
,5S31,2013-01-30,
,4P71,2013-02-27,0
,5S31,2013-02-25,
,5S31,2013-01-24,
,WH93,2013-01-28,0
,5S31,2013-01-24,
1,JD31,2013-02-16,0
2,JD31,2013-01-21,0
,XU13,2013-01-20,83.04316961
,XU13,2013-02-06,84.89121139
,HT33,2013-02-07,10.12727
,CU31,2013-01-21,
,CU31,2013-02-12,
,CU31,2013-01-27,
,CU31,2013-02-05,
,CU31,2013-01-29,
,CU31,2013-02-13,
,CU31,2013-01-06,
,2C11,2013-02-06,73.42529
,2C11,2013-02-15,68.72559
,1F53,2013-01-08,
,1F53,2013-02-15,
,1F53,2013-01-26,
,1F53,2013-02-13,
,1S71,2013-01-01,0
,XT32,2013-01-27,59.32617
,3B12,2013-01-24,10.82001
,3B12,2013-01-15,9.98688
,3B12,2013-01-17,8.48694
,3B12,2013-02-24,12.74872
,2.00E+51,2013-01-02,54.48663282
,2.00E+51,2013-01-18,54.47998
,2.00E+51,2013-03-01,54.47998
,5L31,2013-01-11,100
,5L31,2013-01-16,100
,5L31,2013-02-24,100
,5L31,2013-01-03,100
,5L31,2013-02-01,100
,5S11,2013-02-04,
,5S11,2013-01-02,
,5S11,2013-02-09,
,5S11,2013-02-11,
,5S11,2013-03-01,
,5S11,2013-02-04,
,5S11,2013-03-01,
,5S11,2013-01-31,
,8V31,2013-01-17,
,8V31,2013-02-27,
,8V31,2013-02-07,
,8V31,2013-01-28,
,8V31,2013-03-01,
,8V31,2013-02-03,
,8V31,2013-01-13,
,5S31,2013-01-15,
0,TR95,2013-01-10,0
0,TR95,2013-02-27,0
,8B73,2013-02-21,100
,7F21,2013-01-18,100
,7F21,2013-01-20,100
,4J71,2013-01-31,100.00007
,4J71,2013-02-11,100
,4J71,2013-01-06,100
,3X11,2013-02-06,
,HT33,2013-02-07,0
,HT33,2013-02-26,0
,HT33,2013-02-08,0
,HT33,2013-01-25,0
,5A73,2013-02-09,
,3A57,2013-02-22,80.50232
,3A57,2013-01-03,97.00012
,3A57,2013-02-19,0
,3A57,2013-01-11,81.5979
,3A57,2013-02-05,86.66687
,3M21,2013-01-10,
,3M21,2013-01-07,
,3M21,2013-01-17,
,3B14,2013-01-21,91.87799772
,3B14,2013-01-25,79.06983023
38044,7.00E+01,2013-02-18,100.00007
38044,7.00E+01,2013-01-15,100.00007
0,7.00E+01,2013-01-30,0
,8C52,2013-02-25,30.45177328
,8C52,2013-01-19,31.26984297
,8C52,2013-01-07,30.95237857
,8.00E+17,2013-01-08,
,8.00E+17,2013-02-01,
,XN32,2013-01-08,0
,3C33,2013-01-22,
,3C33,2013-01-08,
,3C33,2013-02-11,
,3C33,2013-01-03,
,3C33,2013-01-16,
,3C33,2013-02-04,
,3C33,2013-01-05,
,3B11,2013-01-24,
,3B11,2013-02-24,
,3B11,2013-01-15,
,3B11,2013-01-12,
,3B11,2013-02-28,
,3B11,2013-02-14,
,3B11,2013-02-21,
,3B11,2013-01-23,
,3G72,2013-01-14,
,3G72,2013-01-01,
,KT03,2013-03-01,
,KT03,2013-02-07,
,KT03,2013-01-17,
,5T11,2013-01-06,
,5T11,2013-01-27,
,HU32,2013-01-27,0
,HU32,2013-01-23,0
,1S52,2013-01-12,99.97558
,1S52,2013-01-31,99.98779
,8C51,2013-01-17,0
,8C51,2013-02-25,0
,4F12,2013-01-02,0
,4F12,2013-01-24,0
,4F12,2013-01-24,0
,4F12,2013-01-31,0
,4F12,2013-02-02,0
0.007429345,7.00E+43,2013-01-12,0
0.007428618,7.00E+43,2013-02-10,0
0.007430148,7.00E+43,2013-01-19,0
0.007473207,7.00E+43,2013-02-21,0
,2A34,2013-01-21,74.38512
,2A34,2013-02-17,74.38512
,5S31,2013-02-22,
,5S31,2013-01-24,
,5S31,2013-01-26,
,8B32,2013-02-25,100
99.99899624,KY51,2013-02-09,100
,4U93,2013-01-05,0
,4U93,2013-01-09,0
,4U93,2013-01-17,0
,CU31,2013-01-29,
,CU31,2013-02-16,
,3C33,2013-02-20,
,3C33,2013-02-20,
,3C33,2013-01-18,
,3C33,2013-02-27,
,3C33,2013-02-26,
,5S31,2013-02-08,
,5S31,2013-02-14,
,5S31,2013-02-22,
,5S31,2013-02-01,
,8V71,2013-02-06,
,8V71,2013-02-07,
,8V71,2013-01-31,
,HT33,2013-02-03,44.55722
,HT33,2013-02-24,11.58753
,HT33,2013-02-03,10.12727
,HT33,2013-01-10,11.58753
,HT33,2013-02-04,10.12727
,8A93,2013-03-01,19.90356
,CU31,2013-02-04,
,CU31,2013-01-01,
,CU31,2013-02-05,
,1V71,2013-01-16,48.88916
,1V71,2013-01-10,48.88916
,1V71,2013-01-11,48.08349
,1S71,2013-02-09,0
,1S71,2013-01-01,0
,1S71,2013-01-25,0
,HU31,2013-02-06,0
,HU31,2013-01-05,0
,2.00E+51,2013-02-12,54.48663282
,2.00E+51,2013-02-05,54.47998
,2.00E+51,2013-01-29,54.50549479
,2.00E+51,2013-02-28,51.75192373
,2.00E+51,2013-01-04,53.63858318
,2.00E+51,2013-01-11,52.66178474
,5L31,2013-02-12,100
,5L31,2013-01-07,100
,5L31,2013-01-18,100
,5L31,2013-01-04,
,2R11,2013-01-04,100
,5S11,2013-01-07,
,5S11,2013-02-25,
,5S11,2013-01-01,
,5S11,2013-02-07,
,5S11,2013-01-31,
,5S11,2013-01-24,
,5S11,2013-02-11,
,5S31,2013-02-10,
,5S31,2013-01-04,
,5S31,2013-01-09,
,5S31,2013-01-16,
,3M21,2013-02-17,
,3B12,2013-02-09,
,3B12,2013-01-16,97.17255
,8B73,2013-02-01,100
,8B73,2013-01-05,100
,8B73,2013-02-28,100
,8B73,2013-01-07,100
,7F23,2013-01-21,100.00007
161819,7F23,2013-01-16,100.00007
161856,7F23,2013-02-04,0
161856,7F23,2013-01-13,100.00007
,KY51,2013-01-30,100
,KY51,2013-01-11,
0,JA73,2013-01-30,0
,2N52,2013-01-31,44.56787
,5A73,2013-02-09,
,5A73,2013-01-18,
,3N12,2013-01-27,75.09918
,3N12,2013-02-22,74.97253
,3N12,2013-01-26,74.97864
,3N12,2013-01-22,74.94812
,3N12,2013-02-12,74.94812
,3M21,2013-01-08,
,3U51,2013-01-07,
,2P31,2013-02-12,100
,2P31,2013-01-06,100
,2P31,2013-02-21,NaN
,2P31,2013-01-09,NaN
,2P31,2013-02-12,100
28162,7.00E+01,2013-01-09,100.00007
28162,7.00E+01,2013-01-23,100.00007
,1V91,2013-02-10,99.07215662
,1V91,2013-01-03,98.97448478
,1V91,2013-01-01,98.97435954
,LS21,2013-02-26,
,LS21,2013-01-25,
,LS21,2013-01-20,
,LS21,2013-02-15,
,5A53,2013-01-24,
,5A53,2013-01-23,
,5A53,2013-01-11,
,5A53,2013-02-12,
,5A53,2013-02-20,
,3B13,2013-01-14,7.57599
,3B13,2013-02-03,7.17621
,5T11,2013-02-02,
,5T11,2013-02-25,
,5T11,2013-01-10,
,5T11,2013-01-26,
,5T11,2013-01-16,
,5T11,2013-01-20,
,5A51,2013-02-08,
,8C51,2013-03-01,0
,HT30,2013-01-14,100
,HT30,2013-01-01,100
,HT30,2013-02-22,100
,HT30,2013-01-03,100
,4F12,2013-02-07,0
,4F12,2013-02-01,0
,4F12,2013-01-17,0
,4F12,2013-01-25,0
,4F12,2013-02-20,0
,5.00E+71,2013-02-17,26.78223
22,7.00E+43,2013-02-22,0
0.007407133,7.00E+43,2013-02-04,0
,3B17,2013-02-24,
,8B32,2013-01-30,0
,8B32,2013-01-08,0
,KW21,2013-03-01,
,8W11,2013-02-10,100
,8W11,2013-01-21,100
,8W11,2013-01-25,100
,5A53,2013-01-21,
,5A53,2013-02-03,
,5A53,2013-02-20,
,3C33,2013-01-13,
,3C33,2013-01-09,
,3C33,2013-01-21,
,3C33,2013-01-30,
,3C33,2013-01-24,
,3C33,2013-02-17,
,3C33,2013-02-07,
,8V71,2013-01-05,
,8V71,2013-01-18,
,8V71,2013-01-19,
,5S11,2013-02-05,
,5S11,2013-01-16,
,5S11,2013-01-27,
,5S11,2013-02-04,
,8A93,2013-02-11,20.98814098
,8A93,2013-01-14,21.00340075
,8A93,2013-02-03,20.99882872
,1R91,2013-01-22,0
,8J12,2013-02-22,0
,8J12,2013-02-15,0
,5S31,2013-01-21,
,5S31,2013-02-13,
,5S31,2013-01-24,
,5S31,2013-01-19,
,5S31,2013-01-20,
,HU31,2013-01-01,0
,HU31,2013-02-13,0
,HU31,2013-02-03,0
,HU31,2013-01-21,0
,HU31,2013-01-21,0
,2.00E+51,2013-01-19,54.48663282
,2.00E+51,2013-01-21,54.47998
,2.00E+51,2013-02-05,52.66756071
,2C11,2013-01-04,0
,2C11,2013-02-26,0
,2C11,2013-02-25,0
,2R11,2013-02-10,100
,2R11,2013-02-09,100
,2R11,2013-02-03,100
,SZ61,2013-01-25,
,SZ61,2013-01-31,
,SZ61,2013-03-01,
,HT33,2013-02-28,0
,XN32,2013-02-01,0.036628945
,XN32,2013-03-01,NaN
,3M21,2013-01-16,89.04877
,3M21,2013-02-24,89.03961
,3M21,2013-01-10,89.57214
,3B12,2013-02-04,98.68011
,3B12,2013-02-27,97.02759
,3B12,2013-01-26,97.02606
,3B12,2013-02-26,
,3B12,2013-02-23,
,3B12,2013-01-10,96.76056
,3B12,2013-01-16,98.31696
,3B12,2013-01-25,98.31696
,8B73,2013-02-19,100.00007
0,JV21,2013-01-13,0
0,JV21,2013-02-25,0
0,JV21,2013-02-08,0
170314,7F23,2013-02-12,100.00007
190431,7F23,2013-01-03,100.00007
190397,7F23,2013-01-08,100.00007
161819,7F23,2013-01-20,100.00007
,4W93,2013-01-23,100.00007
,4W93,2013-02-04,100.00007
,4W93,2013-01-24,100.00007
,4W93,2013-01-20,0
,3N12,2013-02-26,78.88489
,3N12,2013-02-26,75.3006
177143,KY51,2013-01-08,99.99855
177359,KY51,2013-02-02,99.99855
177325,KY51,2013-02-14,99.99855
,2P31,2013-01-15,100
,XM51,2013-01-26,99.99847002
,XM51,2013-01-15,99.99847005
,LS21,2013-02-08,
,LS21,2013-02-19,
,XA51,2013-01-17,
427830,7.00E+01,2013-02-21,100.00008
,2Y31,2013-02-09,22.0276
,HT33,2013-02-27,100
,3A57,2013-01-29,
,5S31,2013-01-02,
,5S31,2013-02-11,
,5S31,2013-02-28,
,2L51,2013-02-23,0
,2L51,2013-02-16,0
,KS41,2013-02-19,
,KS41,2013-01-08,
,2Y31,2013-02-21,10.57570185
,5S31,2013-02-23,
,3C33,2013-01-29,
,5S11,2013-02-01,
,5S11,2013-02-22,
,5S11,2013-02-17,
,5S11,2013-02-18,
,5S11,2013-02-09,
,XM51,2013-02-13,100
,5A31,2013-01-14,
,5A31,2013-01-09,
,5A31,2013-01-21,
,HT91,2013-02-22,0
,HT91,2013-01-12,0
,HT91,2013-02-18,0
,5A51,2013-02-20,
,5A51,2013-01-02,
,5A51,2013-01-19,
,5A51,2013-01-04,
,5A51,2013-01-18,
,5A51,2013-01-20,
,5S31,2013-01-31,
,HT30,2013-01-11,100
,HT30,2013-02-25,100
,CU11,2013-01-17,
,CU11,2013-02-18,
,CU11,2013-01-12,
,CU11,2013-02-01,
,CU11,2013-02-15,
,5.00E+71,2013-02-19,31.61621
,5.00E+71,2013-02-08,31.61621
,2D71,2013-02-16,0
,2D71,2013-01-02,0
,2D71,2013-01-28,0
,2D71,2013-01-29,0
,3B17,2013-02-13,
,3B17,2013-02-20,
,3B17,2013-01-30,
,3B17,2013-01-13,
,3B17,2013-03-01,
,3B17,2013-02-02,
,4A51,2013-02-04,
,KW21,2013-02-26,
,KW21,2013-01-01,
,KW21,2013-02-15,
,2Y31,2013-03-01,99.99847005
,2Y31,2013-02-24,99.99847005
,2Y31,2013-02-17,99.99847005
,5A53,2013-01-09,
,5A53,2013-02-08,
,5A53,2013-02-22,
1092,7F23,2013-02-15,0.30518
1092,7F23,2013-01-10,0.30518
0.029739286,7.00E+01,2013-02-10,0
0.029648175,7.00E+01,2013-02-07,0
,8.00E+31,2013-02-12,100
,8.00E+31,2013-02-14,100
,5A71,2013-02-07,
,5A71,2013-01-06,
,3G73,2013-01-08,
,3G73,2013-01-24,
,HU31,2013-01-19,0
